threshold,gt_id,pred_id,iou
0.75,2187,19,0.8145155949937091
0.75,2191,26,0.7831821929101401
0.75,2230,38,0.8837843658028857
0.75,2242,37,0.8899322996287399
0.75,2243,39,0.883596351527436
0.75,2246,40,0.8849506519703192
0.75,2247,42,0.8173485653560042
0.75,2288,53,0.8794435857805255
0.75,2299,56,0.8913185615691972
0.75,2300,57,0.7536231884057971
0.75,2313,64,0.8891236249726816
0.75,2319,71,0.8787221740387395
0.75,2322,62,0.8889612739775606
0.75,2350,81,0.888
0.75,2357,75,0.8713174976817176
0.75,2358,74,0.8892566741023242
0.75,2359,83,0.8820148020406697
0.75,2365,80,0.878843071543057
0.75,2382,87,0.8829378039044924
0.75,2412,98,0.8838466462764065
0.75,2413,93,0.8791868624755842
0.75,2430,103,0.8547462892647566
0.75,2436,107,0.8871772618789325
0.75,2472,117,0.8752049034281234
0.75,2474,113,0.883528900478053
0.75,2495,125,0.8880466472303207
0.75,2499,122,0.8178019499900511
0.75,2506,129,0.8857040743388135
0.75,2634,72,0.8909973201998986
0.75,2660,133,0.7514702278853223
0.75,2661,142,0.8894938198940553
0.75,5262,10,0.7516637909785556
0.75,5275,15,0.8458646616541353
0.75,5283,25,0.7904829545454546
0.75,5303,33,0.7806228373702422
0.75,5322,34,0.8869954509350856
0.75,5328,36,0.8907458765143774
0.75,5351,45,0.8928154205607477
0.75,5383,50,0.8900908697533535
0.75,5389,51,0.890178828958754
0.75,5420,65,0.889797109910962
0.75,5425,66,0.8892211201866977
0.75,5435,67,0.8968225114520468
0.75,5436,68,0.8783852097927349
0.75,5438,73,0.7946016260162602
0.75,5468,85,0.8854567919180173
0.75,5473,79,0.881215073792807
0.75,5501,90,0.8891650826144173
0.75,5514,94,0.8732232591529074
0.75,5526,91,0.8874649002807977
0.75,5556,101,0.8900328587075576
0.75,5562,106,0.8764578833693305
0.75,5570,108,0.8862535252006652
0.75,5587,119,0.8969652650822669
0.75,5588,110,0.8941150891433541
0.75,5623,124,0.8829296424452133
0.75,5635,126,0.8973724434092729
0.75,5876,31,0.8846566140212964
0.75,5880,41,0.8784569564600766
0.75,5884,43,0.888470996672935
0.75,5899,63,0.8813767227072661
0.75,5914,77,0.8924018357980622
0.75,5915,78,0.878396886037627
0.75,5926,97,0.8905040862081435
0.75,5927,96,0.8953361862624212
0.75,5936,111,0.8915916352018588
0.75,5943,114,0.8925752703887753
0.75,5945,123,0.8926466254052461
0.75,5953,128,0.8786201022146508
0.75,7749,180,0.8828528932643955
0.75,7754,179,0.8919154499891043
0.75,7763,191,0.8863998840075396
0.75,7764,190,0.8848144952545298
0.75,7765,185,0.891024241100677
0.75,7807,204,0.884125144843569
0.75,7816,211,0.8810968921389397
0.75,7831,213,0.8875893437296946
0.75,7861,223,0.8883075357895501
0.75,7868,221,0.8867302315578177
0.75,7885,228,0.8883870027684686
0.75,7896,227,0.8892701408249338
0.75,7906,234,0.8967592256941928
0.75,7923,238,0.7584641573671269
0.75,7929,240,0.8873269896193772
0.75,7937,242,0.8886165381010742
0.75,7938,241,0.8952178999707516
0.75,7946,246,0.8886874546773024
0.75,7948,244,0.88814825666569
0.75,7975,251,0.7551692021111456
0.75,7996,265,0.7975376196990424
0.75,8002,274,0.7505565174375464
0.75,8006,260,0.816078852085289
0.75,9438,145,0.8879328887932889
0.75,9439,137,0.8905483563950509
0.75,9465,141,0.8833886563717708
0.75,9493,153,0.8911762566378119
0.75,9517,156,0.8884424313267095
0.75,9534,162,0.89017805020432
0.75,9537,159,0.7529134639226382
0.75,9541,166,0.8788528927983981
0.75,9542,171,0.8930110275323158
0.75,9547,170,0.8330747959803062
0.75,9548,174,0.8810057076800809
0.75,11865,183,0.8956682710107368
0.75,11877,182,0.8839279456087474
0.75,11889,187,0.8793190507105244
0.75,11895,186,0.8840380013053883
0.75,11918,193,0.8861637468716482
0.75,11950,200,0.8949887591558489
0.75,11964,202,0.8861747119731661
0.75,11975,212,0.8826188290133484
0.75,11981,215,0.8850843250346792
0.75,11995,214,0.8940175910445591
0.75,12008,218,0.8820697089471793
0.75,12013,222,0.885962971158811
0.75,12023,226,0.8830493791510251
0.75,12027,224,0.8918115942028986
0.75,12031,225,0.8975996476547016
0.75,12062,236,0.8853987378083764
0.75,12070,237,0.8924372187545362
0.75,12093,243,0.7563558017851647
0.75,12110,249,0.8904916102443332
0.75,12136,259,0.773071668115762
0.75,12138,255,0.8939219357626387
0.75,12164,273,0.8184811827956989
0.75,13728,130,0.7901990811638591
0.75,13763,140,0.8869219653179191
0.75,13765,138,0.8931849389318494
0.75,13766,139,0.8890186063480482
0.75,13777,144,0.7667709637046308
0.75,13782,143,0.8986366330764671
0.75,13790,147,0.8910856746444675
0.75,13824,151,0.8863206861462422
0.75,13846,160,0.8913262370540852
0.75,13855,161,0.8917151162790697
0.75,13861,168,0.8953879941434846
0.75,13863,169,0.8929177268871925
0.75,13864,163,0.891545316235601
0.75,13866,164,0.8844481839854158
0.75,13884,175,0.8936465095922387
0.75,13908,177,0.8674785616487714
0.75,13909,178,0.8814971854667739
0.75,13914,188,0.8766485091743119
0.75,13921,198,0.8775890489500466
0.75,13923,207,0.7531883432936972
0.75,13929,209,0.8914067098293114
0.75,13938,216,0.8947750890196934
0.75,13947,231,0.7557336621454994
0.75,13951,239,0.8853231267481231
0.75,13958,245,0.8970330312774043
0.75,13965,252,0.888331150880256
0.75,13966,250,0.8923724508309747
